EC Number,Metabolite,Concentration,Km,Abbreviation,[Met]/Km,Organism
2.2.1.7,glyceraldehyde-3-phosphate,2.71E-4,1.08E-4,g3p,2.52E+0,Escherichia coli
2.2.1.7,pyruvate,3.66E-3,1.73E-5,pyr,2.12E+2,Escherichia coli
2.2.1.9,a-ketoglutarate,4.43E-4,1.50E-3,akg,2.95E-1,Escherichia coli
2.3.1.102,acetyl-CoA,6.06E-4,1.44E-4,accoa,4.21E+0,Escherichia coli
2.3.1.117,succinyl-CoA,2.33E-4,1.50E-5,succoa,1.55E+1,Escherichia coli
2.3.1.129,UDP-N-acetyl-glucosamine,9.24E-3,1.71E-3,uacgam,5.41E+0,Escherichia coli
2.3.1.136,acetyl-CoA,6.06E-4,3.46E-4,accoa,1.75E+0,Escherichia coli
2.3.1.15,sn-glycerol 3-phosphate,4.90E-5,3.10E-4,glyc3p,1.58E-1,Escherichia coli
2.3.1.157,N-acetyl-glucosamine-1/6-phosphate,8.19E-5,7.00E-5,acgam1p,1.17E+0,Escherichia coli
2.3.1.157,UTP,8.29E-3,1.00E-4,utp,8.29E+1,Escherichia coli
2.3.1.157,acetyl-CoA,6.06E-4,6.00E-4,accoa,1.01E+0,Escherichia coli
2.3.1.16,acetoacetyl-CoA,2.18E-5,3.10E-5,aacoa,7.03E-1,Escherichia coli
2.3.1.179,malonyl-CoA,3.54E-5,5.10E-4,malcoa,6.94E-2,Escherichia coli
2.3.1.18,propionyl-CoA,5.32E-6,9.80E-5,ppcoa,5.43E-2,Escherichia coli
2.3.1.18,acetyl-CoA,6.06E-4,8.03E-5,accoa,7.55E+0,Escherichia coli
2.3.1.180,acetyl-CoA,6.06E-4,4.24E-5,accoa,1.43E+1,Escherichia coli
2.3.1.209,acetyl-CoA,6.06E-4,5.54E-4,accoa,1.09E+0,Escherichia coli
2.3.1.28,acetyl-CoA,6.06E-4,7.25E-5,accoa,8.36E+0,Escherichia coli
2.3.1.29,propionyl-CoA,5.32E-6,8.00E-5,ppcoa,6.65E-2,Escherichia coli
2.3.1.29,acetyl-CoA,6.06E-4,5.90E-5,accoa,1.03E+1,Escherichia coli
2.3.1.30,serine,1.13E-3,1.10E-4,ser-L,1.03E+1,Escherichia coli
2.3.1.30,acetyl-CoA,6.06E-4,5.60E-4,accoa,1.08E+0,Escherichia coli
2.3.1.38,acetyl-CoA,6.06E-4,5.00E-5,accoa,1.21E+1,Escherichia coli
2.3.1.39,malonyl-CoA,3.54E-5,2.50E-4,malcoa,1.42E-1,Escherichia coli
2.3.1.41,malonyl-CoA,3.54E-5,1.53E-4,malcoa,2.31E-1,Escherichia coli
2.3.1.46,coenzyme-A,1.37E-3,6.40E-4,coa,2.14E+0,Escherichia coli
2.3.1.46,succinyl-CoA,2.33E-4,2.18E-4,succoa,1.07E+0,Escherichia coli
2.3.1.47,alanine,2.55E-3,4.90E-4,ala-L,5.21E+0,Escherichia coli
2.3.1.53,phenylalanine,1.82E-5,3.30E-3,phe-L,5.52E-3,Escherichia coli
2.3.1.53,acetyl-CoA,6.06E-4,1.30E-4,accoa,4.66E+0,Escherichia coli
2.3.1.54,coenzyme-A,1.37E-3,6.80E-6,coa,2.01E+2,Escherichia coli
2.3.1.54,pyruvate,3.66E-3,2.13E-3,pyr,1.72E+0,Escherichia coli
2.3.1.54,acetyl-CoA,6.06E-4,5.10E-5,accoa,1.19E+1,Escherichia coli
2.3.1.60,acetyl-CoA,6.06E-4,3.90E-6,accoa,1.55E+2,Escherichia coli
2.3.1.79,acetyl-CoA,6.06E-4,1.80E-5,accoa,3.37E+1,Escherichia coli
2.3.1.8,coenzyme-A,1.37E-3,4.68E-5,coa,2.93E+1,Escherichia coli
2.3.1.8,acetyl-CoA,6.06E-4,2.07E-5,accoa,2.93E+1,Escherichia coli
2.3.1.81,malonyl-CoA,3.54E-5,4.77E-4,malcoa,7.42E-2,Escherichia coli
2.3.1.81,propionyl-CoA,5.32E-6,4.99E-4,ppcoa,1.07E-2,Escherichia coli
2.3.1.81,acetyl-CoA,6.06E-4,5.75E-6,accoa,1.05E+2,Escherichia coli
2.3.1.82,acetyl-CoA,6.06E-4,2.72E-5,accoa,2.23E+1,Escherichia coli
2.3.1.9,acetyl-CoA,6.06E-4,4.70E-4,accoa,1.29E+0,Escherichia coli
2.3.1.B19,acetyl-CoA,6.06E-4,1.80E-3,accoa,3.37E-1,Escherichia coli
2.3.2.2,glutathione,1.66E-2,3.50E-5,gthrd,4.74E+2,Escherichia coli
2.3.2.2,glutamine,3.81E-3,8.30E-6,gln-L,4.59E+2,Escherichia coli
2.3.2.2,arginine,5.69E-4,2.10E-1,arg-L,2.71E-3,Escherichia coli
2.3.3.1,oxaloacetate,4.87E-7,2.38E-5,oaa,2.04E-2,Escherichia coli
2.3.3.1,acetyl-CoA,6.06E-4,2.16E-4,accoa,2.81E+0,Escherichia coli
2.3.3.5,propionyl-CoA,5.32E-6,1.70E-5,ppcoa,3.13E-1,Escherichia coli
2.3.3.9,acetyl-CoA,6.06E-4,1.21E-5,accoa,5.00E+1,Escherichia coli
2.4.1.15,UDP-glucose,2.50E-3,6.62E-3,udpg ,3.77E-1,Escherichia coli
2.4.1.15,glucose-6-phosphate,7.88E-3,5.27E-3,g6p,1.50E+0,Escherichia coli
2.4.1.21,UDP-glucose,2.50E-3,2.70E-3,udpg ,9.26E-1,Escherichia coli
2.4.1.21,ADP-glucose,4.27E-6,3.50E-5,adpglc,1.22E-1,Escherichia coli
2.4.1.224,UDP-N-acetyl-glucosamine,9.24E-3,9.40E-5,uacgam,9.83E+1,Escherichia coli
2.4.1.227,UDP-N-acetyl-glucosamine,9.24E-3,6.22E-5,uacgam,1.49E+2,Escherichia coli
2.4.1.305,UDP-glucose,2.50E-3,2.65E-4,udpg ,9.45E+0,Escherichia coli
2.4.1.58,UDP-glucose,2.50E-3,1.90E-4,udpg ,1.32E+1,Escherichia coli
2.4.1.73,UDP-glucose,2.50E-3,9.00E-6,udpg ,2.78E+2,Escherichia coli
2.4.2.1,deoxyguanosine,5.22E-7,4.40E-5,dgsn,1.19E-2,Escherichia coli
2.4.2.1,adenosine,1.31E-7,2.35E-5,adn,5.58E-3,Escherichia coli
2.4.2.1,guanosine,1.62E-6,3.44E-5,gsn,4.71E-2,Escherichia coli
2.4.2.10,PRPP,2.58E-4,3.80E-5,prpp,6.79E+0,Escherichia coli
2.4.2.14,glutamine,3.81E-3,6.14E-3,gln-L,6.21E-1,Escherichia coli
2.4.2.14,PRPP,2.58E-4,5.96E-5,prpp,4.33E+0,Escherichia coli
2.4.2.18,PRPP,2.58E-4,1.41E-4,prpp,1.82E+0,Escherichia coli
2.4.2.19,PRPP,2.58E-4,1.56E-5,prpp,1.65E+1,Escherichia coli
2.4.2.19,quinolinate,1.15E-5,6.40E-6,quln,1.80E+0,Escherichia coli
2.4.2.22,PRPP,2.58E-4,1.39E-4,prpp,1.86E+0,Escherichia coli
2.4.2.22,guanine,1.88E-4,4.30E-6,gua,4.37E+1,Escherichia coli
2.4.2.29,guanine,1.88E-4,3.63E-7,gua,5.18E+2,Escherichia coli
2.4.2.3,uridine,2.09E-3,9.10E-4,uri,2.30E+0,Escherichia coli
2.4.2.7,PRPP,2.58E-4,3.54E-5,prpp,7.30E+0,Escherichia coli
2.4.2.7,adenine,1.47E-6,5.10E-6,ade,2.88E-1,Escherichia coli
2.4.2.8,PRPP,2.58E-4,3.30E-5,prpp,7.82E+0,Escherichia coli
2.4.2.8,guanine,1.88E-4,3.70E-5,gua,5.08E+0,Escherichia coli
2.4.2.9,PRPP,2.58E-4,1.48E-4,prpp,1.74E+0,Escherichia coli
2.4.99.17,S-adenosyl-L-methionine,1.84E-4,9.97E-5,amet,1.85E+0,Escherichia coli
2.5.1.18,glutathione,1.66E-2,3.00E-4,gthrd,5.53E+1,Escherichia coli
2.5.1.19,phosphoenolpyruvate,1.84E-4,6.67E-5,pep,2.76E+0,Escherichia coli
2.5.1.4,S-adenosyl-L-methionine,1.84E-4,1.00E-3,amet,1.84E-1,Escherichia coli
2.5.1.47,serine,1.13E-3,7.00E-4,ser-L,1.62E+0,Escherichia coli
2.5.1.47,acetyl-CoA,6.06E-4,1.20E-4,accoa,5.05E+0,Escherichia coli
2.5.1.54,phosphoenolpyruvate,1.84E-4,4.92E-5,pep,3.74E+0,Escherichia coli
2.5.1.54,deoxyribose-5-phosphate,3.03E-4,6.80E-3,2dr5p,4.46E-2,Escherichia coli
2.5.1.54,ribose-5-phosphate,7.87E-4,6.00E-3,r5p,1.31E-1,Escherichia coli
2.5.1.54,erythrose-4-phosphate,4.90E-5,1.65E-4,e4p,2.98E-1,Escherichia coli
2.5.1.55,phosphoenolpyruvate,1.84E-4,5.56E-6,pep,3.31E+1,Escherichia coli
2.5.1.55,deoxyribose-5-phosphate,3.03E-4,5.00E-5,2dr5p,6.06E+0,Escherichia coli
2.5.1.56,phosphoenolpyruvate,1.84E-4,4.10E-5,pep,4.49E+0,Escherichia coli
2.5.1.6,ATP,9.63E-3,7.78E-5,atp,1.24E+2,Escherichia coli
2.5.1.6,methionine,1.45E-4,6.91E-5,met-L,2.10E+0,Escherichia coli
2.5.1.7,UDP-N-acetyl-glucosamine,9.24E-3,4.10E-5,uacgam,2.26E+2,Escherichia coli
2.5.1.7,phosphoenolpyruvate,1.84E-4,5.60E-6,pep,3.29E+1,Escherichia coli
2.6.1.1,tryptophan,1.21E-5,5.00E-3,trp-L,2.42E-3,Escherichia coli
2.6.1.1,oxaloacetate,4.87E-7,6.08E-5,oaa,8.01E-3,Escherichia coli
2.6.1.1,aspartate,4.23E-3,2.57E-3,asp-L,1.65E+0,Escherichia coli
2.6.1.1,a-ketoglutarate,4.43E-4,2.16E-4,akg,2.05E+0,Escherichia coli
2.6.1.1,glutamate,9.60E-2,2.36E-2,glu-L,4.07E+0,Escherichia coli
2.6.1.1,lysine,4.05E-4,1.89E-1,lys-L,2.14E-3,Escherichia coli
2.6.1.1,phenylalanine,1.82E-5,2.17E-3,phe-L,8.39E-3,Escherichia coli
2.6.1.1,tyrosine,2.89E-5,1.43E-3,tyr-L,2.02E-2,Escherichia coli
2.6.1.102,glutamate,9.60E-2,2.14E-3,glu-L,4.48E+1,Escherichia coli
2.6.1.11,a-ketoglutarate,4.43E-4,2.50E-3,akg,1.77E-1,Escherichia coli
2.6.1.11,N-acetyl-ornithine,4.33E-5,1.02E-3,acorn,4.25E-2,Escherichia coli
2.6.1.16,glutamine,3.81E-3,3.14E-4,gln-L,1.21E+1,Escherichia coli
2.6.1.16,glutamate,9.60E-2,2.00E-4,glu-L,4.80E+2,Escherichia coli
2.6.1.16,glucose-6-phosphate,7.88E-3,1.60E-2,g6p,4.92E-1,Escherichia coli
2.6.1.16,fructose-6-phosphate,2.52E-3,6.09E-4,f6p,4.15E+0,Escherichia coli
2.6.1.17,glutamate,9.60E-2,2.51E-3,glu-L,3.83E+1,Escherichia coli
2.6.1.19,a-ketoglutarate,4.43E-4,1.07E-3,akg,4.14E-1,Escherichia coli
2.6.1.29,pyruvate,3.66E-3,2.70E-3,pyr,1.36E+0,Escherichia coli
2.6.1.29,a-ketoglutarate,4.43E-4,8.80E-4,akg,5.03E-1,Escherichia coli
2.6.1.31,oxaloacetate,4.87E-7,3.40E-5,oaa,1.43E-2,Escherichia coli
2.6.1.33,a-ketoglutarate,4.43E-4,2.20E-4,akg,2.01E+0,Escherichia coli
2.6.1.33,glutamate,9.60E-2,5.10E-3,glu-L,1.88E+1,Escherichia coli
2.6.1.42,tryptophan,1.21E-5,7.20E-2,trp-L,1.68E-4,Escherichia coli
2.6.1.42,valine,4.02E-3,2.91E-3,val-L,1.38E+0,Escherichia coli
2.6.1.42,methionine,1.45E-4,1.90E-2,met-L,7.63E-3,Escherichia coli
2.6.1.42,a-ketoglutarate,4.43E-4,1.01E-3,akg,4.39E-1,Escherichia coli
2.6.1.42,isoleucine,1.52E-4,7.05E-4,ile-L,2.15E-1,Escherichia coli
2.6.1.42,leucine,1.52E-4,1.41E-3,leu-L,1.07E-1,Escherichia coli
2.6.1.42,phenylalanine,1.82E-5,8.90E-4,phe-L,2.04E-2,Escherichia coli
2.6.1.42,tyrosine,2.89E-5,7.00E-3,tyr-L,4.13E-3,Escherichia coli
2.6.1.5,tyrosine,2.89E-5,2.72E-4,tyr-L,1.06E-1,Escherichia coli
2.6.1.57,tryptophan,1.21E-5,1.76E-3,trp-L,6.87E-3,Escherichia coli
2.6.1.57,oxaloacetate,4.87E-7,3.34E-3,oaa,1.46E-4,Escherichia coli
2.6.1.57,aspartate,4.23E-3,4.56E-3,asp-L,9.27E-1,Escherichia coli
2.6.1.57,methionine,1.45E-4,1.50E-3,met-L,9.67E-2,Escherichia coli
2.6.1.57,a-ketoglutarate,4.43E-4,1.06E-3,akg,4.18E-1,Escherichia coli
2.6.1.57,glutamate,9.60E-2,2.80E-4,glu-L,3.43E+2,Escherichia coli
2.6.1.57,leucine,1.52E-4,5.80E-3,leu-L,2.61E-2,Escherichia coli
2.6.1.57,phenylalanine,1.82E-5,2.79E-4,phe-L,6.52E-2,Escherichia coli
2.6.1.57,tyrosine,2.89E-5,3.36E-4,tyr-L,8.60E-2,Escherichia coli
2.6.1.57,phenylpyruvate,8.98E-5,5.60E-5,phpyr,1.60E+0,Escherichia coli
2.6.1.62,S-adenosyl-L-methionine,1.84E-4,5.14E-5,amet,3.58E+0,Escherichia coli
2.6.1.82,a-ketoglutarate,4.43E-4,1.90E-2,akg,2.33E-2,Escherichia coli
2.7.1.105,ITP,2.05E-4,3.00E-4,itp,6.83E-1,Escherichia coli
2.7.1.105,ATP,9.63E-3,8.49E-5,atp,1.13E+2,Escherichia coli
2.7.1.105,UTP,8.29E-3,1.34E-3,utp,6.19E+0,Escherichia coli
2.7.1.105,CTP,2.73E-3,1.34E-3,ctp,2.03E+0,Escherichia coli
2.7.1.105,GTP,4.87E-3,7.25E-4,gtp,6.72E+0,Escherichia coli
2.7.1.105,fructose-6-phosphate,2.52E-3,5.29E-5,f6p,4.77E+1,Escherichia coli
2.7.1.107,ITP,2.05E-4,5.90E-3,itp,3.47E-2,Escherichia coli
2.7.1.107,ADP,5.55E-4,1.00E-3,adp,5.55E-1,Escherichia coli
2.7.1.107,dATP,1.55E-5,4.20E-3,datp,3.69E-3,Escherichia coli
2.7.1.107,ATP,9.63E-3,1.07E-3,atp,8.97E+0,Escherichia coli
2.7.1.107,GTP,4.87E-3,8.70E-3,gtp,5.60E-1,Escherichia coli
2.7.1.11,ITP,2.05E-4,2.20E-3,itp,9.32E-2,Escherichia coli
2.7.1.11,ATP,9.63E-3,5.08E-5,atp,1.90E+2,Escherichia coli
2.7.1.11,UTP,8.29E-3,5.10E-3,utp,1.63E+0,Escherichia coli
2.7.1.11,CTP,2.73E-3,1.10E-2,ctp,2.48E-1,Escherichia coli
2.7.1.11,GTP,4.87E-3,4.30E-3,gtp,1.13E+0,Escherichia coli
2.7.1.11,fructose-6-phosphate,2.52E-3,4.08E-5,f6p,6.19E+1,Escherichia coli
2.7.1.12,ATP,9.63E-3,7.44E-5,atp,1.29E+2,Escherichia coli
2.7.1.12,gluconate,4.16E-5,5.63E-5,glcn,7.39E-1,Escherichia coli
2.7.1.136,ATP,9.63E-3,1.06E-5,atp,9.08E+2,Escherichia coli
2.7.1.148,ATP,9.63E-3,2.00E-5,atp,4.82E+2,Escherichia coli
2.7.1.16,ATP,9.63E-3,1.54E-4,atp,6.26E+1,Escherichia coli
2.7.1.163,ATP,9.63E-3,2.00E-3,atp,4.82E+0,Escherichia coli
2.7.1.165,ATP,9.63E-3,6.10E-5,atp,1.58E+2,Escherichia coli
2.7.1.165,glycerate,1.41E-3,5.10E-5,glyc-R,2.76E+1,Escherichia coli
2.7.1.170,ATP,9.63E-3,1.00E-3,atp,9.63E+0,Escherichia coli
2.7.1.2,ATP,9.63E-3,1.37E-3,atp,7.02E+0,Escherichia coli
2.7.1.23,ATP,9.63E-3,7.58E-4,atp,1.27E+1,Escherichia coli
2.7.1.23,NAD+,2.55E-3,1.92E-3,nad,1.33E+0,Escherichia coli
2.7.1.25,adenosine-phosphosulfate,6.63E-6,3.54E-7,aps,1.88E+1,Escherichia coli
2.7.1.25,ATP,9.63E-3,1.00E-5,atp,9.63E+2,Escherichia coli
2.7.1.29,dihydroxyacetonephosphate,3.06E-3,6.00E-6,dhap,5.10E+2,Escherichia coli
2.7.1.30,ATP,9.63E-3,7.80E-6,atp,1.23E+3,Escherichia coli
2.7.1.33,ATP,9.63E-3,2.16E-4,atp,4.46E+1,Escherichia coli
2.7.1.39,ATP,9.63E-3,4.06E-4,atp,2.37E+1,Escherichia coli
2.7.1.48,uridine,2.09E-3,3.50E-4,uri,5.97E+0,Escherichia coli
2.7.1.48,cytidine,2.59E-6,1.30E-4,cytd,1.99E-2,Escherichia coli
2.7.1.49,ATP,9.63E-3,1.43E-4,atp,6.73E+1,Escherichia coli
2.7.1.56,ATP,9.63E-3,2.93E-4,atp,3.28E+1,Escherichia coli
2.7.1.59,ITP,2.05E-4,2.50E-7,itp,8.20E+2,Escherichia coli
2.7.1.59,ATP,9.63E-3,1.12E-5,atp,8.58E+2,Escherichia coli
2.7.1.6,ATP,9.63E-3,2.37E-3,atp,4.07E+0,Escherichia coli
2.7.1.7,ITP,2.05E-4,3.00E-4,itp,6.83E-1,Escherichia coli
2.7.1.7,dATP,1.55E-5,6.00E-4,datp,2.58E-2,Escherichia coli
2.7.1.7,dTTP,4.62E-3,4.00E-3,dttp,1.16E+0,Escherichia coli
2.7.1.7,UTP,8.29E-3,2.00E-3,utp,4.15E+0,Escherichia coli
2.7.1.7,CTP,2.73E-3,2.00E-3,ctp,1.37E+0,Escherichia coli
2.7.1.7,GTP,4.87E-3,5.00E-4,gtp,9.74E+0,Escherichia coli
2.7.1.71,ATP,9.63E-3,1.60E-4,atp,6.02E+1,Escherichia coli
2.7.1.71,shikimate,1.41E-5,9.56E-4,skm,1.47E-2,Escherichia coli
2.7.1.73,dATP,1.55E-5,1.26E-3,datp,1.23E-2,Escherichia coli
2.7.1.73,ATP,9.63E-3,6.02E-4,atp,1.60E+1,Escherichia coli
2.7.1.73,guanosine,1.62E-6,6.10E-6,gsn,2.66E-1,Escherichia coli
2.7.1.83,ATP,9.63E-3,6.81E-4,atp,1.41E+1,Escherichia coli
2.7.1.95,ADP,5.55E-4,2.20E-5,adp,2.52E+1,Escherichia coli
2.7.1.95,ATP,9.63E-3,2.80E-5,atp,3.44E+2,Escherichia coli
2.7.11.5,ATP,9.63E-3,2.13E-5,atp,4.51E+2,Escherichia coli
2.7.2.1,ITP,2.05E-4,7.80E-4,itp,2.63E-1,Escherichia coli
2.7.2.1,ADP,5.55E-4,8.66E-4,adp,6.41E-1,Escherichia coli
2.7.2.1,ATP,9.63E-3,2.57E-4,atp,3.75E+1,Escherichia coli
2.7.2.1,GTP,4.87E-3,1.10E-3,gtp,4.43E+0,Escherichia coli
2.7.2.11,ATP,9.63E-3,7.37E-4,atp,1.31E+1,Escherichia coli
2.7.2.4,ATP,9.63E-3,1.60E-3,atp,6.02E+0,Escherichia coli
2.7.2.4,aspartate,4.23E-3,1.19E-3,asp-L,3.55E+0,Escherichia coli
2.7.2.4,asparagine,5.11E-4,1.60E-2,asn-L,3.19E-2,Escherichia coli
2.7.2.8,ATP,9.63E-3,6.83E-4,atp,1.41E+1,Escherichia coli
2.7.3.9,phosphoenolpyruvate,1.84E-4,1.90E-4,pep,9.70E-1,Escherichia coli
2.7.4.1,ADP,5.55E-4,1.48E-4,adp,3.75E+0,Escherichia coli
2.7.4.1,ATP,9.63E-3,1.58E-3,atp,6.11E+0,Escherichia coli
2.7.4.1,GDP,6.76E-4,3.17E-4,gdp,2.13E+0,Escherichia coli
2.7.4.12,dGMP,5.07E-5,8.50E-5,dgmp,5.96E-1,Escherichia coli
2.7.4.12,ATP,9.63E-3,1.72E-3,atp,5.59E+0,Escherichia coli
2.7.4.16,ATP,9.63E-3,2.70E-4,atp,3.57E+1,Escherichia coli
2.7.4.22,ATP,9.63E-3,1.88E-4,atp,5.11E+1,Escherichia coli
2.7.4.22,UTP,8.29E-3,4.60E-5,utp,1.80E+2,Escherichia coli
2.7.4.22,GTP,4.87E-3,1.00E-3,gtp,4.87E+0,Escherichia coli
2.7.4.25,dGMP,5.07E-5,9.40E-5,dgmp,5.39E-1,Escherichia coli
2.7.4.25,dATP,1.55E-5,8.70E-5,datp,1.78E-1,Escherichia coli
2.7.4.25,ATP,9.63E-3,3.80E-5,atp,2.53E+2,Escherichia coli
2.7.4.25,GTP,4.87E-3,6.40E-4,gtp,7.61E+0,Escherichia coli
2.7.4.25,CMP,3.60E-4,3.50E-5,cmp,1.03E+1,Escherichia coli
2.7.4.3,AMP,2.81E-4,1.23E-4,amp,2.28E+0,Escherichia coli
2.7.4.3,dAMP,8.84E-6,8.50E-4,damp,1.04E-2,Escherichia coli
2.7.4.3,ADP,5.55E-4,9.00E-5,adp,6.17E+0,Escherichia coli
2.7.4.3,ATP,9.63E-3,8.50E-5,atp,1.13E+2,Escherichia coli
2.7.4.7,ATP,9.63E-3,1.93E-4,atp,4.99E+1,Escherichia coli
2.7.4.8,dGMP,5.07E-5,3.00E-4,dgmp,1.69E-1,Escherichia coli
2.7.4.9,ATP,9.63E-3,2.19E-4,atp,4.40E+1,Escherichia coli
2.7.6.1,AMP,2.81E-4,1.32E-4,amp,2.13E+0,Escherichia coli
2.7.6.1,ATP,9.63E-3,2.30E-5,atp,4.19E+2,Escherichia coli
2.7.6.1,ribose-5-phosphate,7.87E-4,1.90E-4,r5p,4.14E+0,Escherichia coli
2.7.6.3,ATP,9.63E-3,1.56E-5,atp,6.16E+2,Escherichia coli
2.7.7.1,ATP,9.63E-3,2.92E-5,atp,3.30E+2,Escherichia coli
2.7.7.1,NAD+,2.55E-3,3.70E-4,nad,6.89E+0,Escherichia coli
2.7.7.12,UDP-glucose,2.50E-3,1.92E-4,udpg ,1.30E+1,Escherichia coli
2.7.7.18,ATP,9.63E-3,7.52E-5,atp,1.28E+2,Escherichia coli
2.7.7.18,NAD+,2.55E-3,3.70E-4,nad,6.89E+0,Escherichia coli
2.7.7.19,ATP,9.63E-3,8.06E-5,atp,1.19E+2,Escherichia coli
2.7.7.19,CTP,2.73E-3,2.70E-4,ctp,1.01E+1,Escherichia coli
2.7.7.23,N-acetyl-glucosamine-1/6-phosphate,8.19E-5,7.00E-5,acgam1p,1.17E+0,Escherichia coli
2.7.7.23,UTP,8.29E-3,1.00E-4,utp,8.29E+1,Escherichia coli
2.7.7.24,dTTP,4.62E-3,2.05E-5,dttp,2.25E+2,Escherichia coli
2.7.7.27,ATP,9.63E-3,6.29E-4,atp,1.53E+1,Escherichia coli
2.7.7.3,ATP,9.63E-3,2.20E-4,atp,4.38E+1,Escherichia coli
2.7.7.38,UTP,8.29E-3,8.80E-4,utp,9.42E+0,Escherichia coli
2.7.7.38,dCTP,3.45E-5,3.40E-4,dctp,1.01E-1,Escherichia coli
2.7.7.38,CTP,2.73E-3,3.56E-4,ctp,7.67E+0,Escherichia coli
2.7.7.41,dCTP,3.45E-5,6.71E-4,dctp,5.14E-2,Escherichia coli
2.7.7.42,ATP,9.63E-3,4.65E-4,atp,2.07E+1,Escherichia coli
2.7.7.43,CTP,2.73E-3,3.10E-4,ctp,8.81E+0,Escherichia coli
2.7.7.58,ATP,9.63E-3,1.12E-3,atp,8.60E+0,Escherichia coli
2.7.7.58,"2,3-dihydroxybenzoic acid",1.38E-4,2.70E-6,23dhb,5.11E+1,Escherichia coli
2.7.7.6,dTTP,4.62E-3,4.00E-7,dttp,1.16E+4,Escherichia coli
2.7.7.60,CTP,2.73E-3,6.53E-5,ctp,4.18E+1,Escherichia coli
2.7.7.63,ATP,9.63E-3,5.48E-6,atp,1.76E+3,Escherichia coli
2.7.7.76,CTP,2.73E-3,3.95E-6,ctp,6.90E+2,Escherichia coli
2.7.7.9,dTTP,4.62E-3,2.00E-3,dttp,2.31E+0,Escherichia coli
2.7.7.9,UTP,8.29E-3,5.80E-5,utp,1.43E+2,Escherichia coli
2.7.7.B5,ATP,9.63E-3,2.40E-4,atp,4.01E+1,Escherichia coli
2.7.7.B5,GTP,4.87E-3,8.40E-4,gtp,5.80E+0,Escherichia coli
2.7.8.33,UDP-N-acetyl-glucosamine,9.24E-3,3.18E-7,uacgam,2.91E+4,Escherichia coli
2.7.8.5,sn-glycerol 3-phosphate,4.90E-5,3.20E-4,glyc3p,1.53E-1,Escherichia coli
2.7.8.7,coenzyme-A,1.37E-3,6.54E-5,coa,2.09E+1,Escherichia coli
2.7.8.7,malonyl-CoA,3.54E-5,7.10E-6,malcoa,4.99E+0,Escherichia coli
2.7.8.7,acetoacetyl-CoA,2.18E-5,8.80E-6,aacoa,2.48E+0,Escherichia coli
2.7.8.7,acetyl-CoA,6.06E-4,7.70E-6,accoa,7.87E+1,Escherichia coli
2.7.8.8,serine,1.13E-3,8.50E-5,ser-L,1.33E+1,Escherichia coli
2.7.9.2,ATP,9.63E-3,2.80E-5,atp,3.44E+2,Escherichia coli
2.7.9.2,pyruvate,3.66E-3,8.30E-5,pyr,4.42E+1,Escherichia coli
2.7.9.3,ATP,9.63E-3,1.04E-3,atp,9.27E+0,Escherichia coli
2.7.99.B1,ATP,9.63E-3,6.34E-3,atp,1.52E+0,Escherichia coli
2.8.3.9,acetoacetyl-CoA,2.18E-5,3.50E-5,aacoa,6.23E-1,Escherichia coli
2.8.3.9,acetyl-CoA,6.06E-4,2.93E-4,accoa,2.07E+0,Escherichia coli
3.1.11.5,dATP,1.55E-5,4.80E-5,datp,3.23E-1,Escherichia coli
3.1.11.5,ATP,9.63E-3,7.80E-5,atp,1.23E+2,Escherichia coli
3.1.2.20,acetyl-CoA,6.06E-4,1.67E-4,accoa,3.63E+0,Escherichia coli
3.1.3.10,glucose-6-phosphate,7.88E-3,4.90E-3,g6p,1.61E+0,Escherichia coli
3.1.3.10,ribose-5-phosphate,7.87E-4,1.82E-2,r5p,4.33E-2,Escherichia coli
3.1.3.10,fructose-6-phosphate,2.52E-3,2.50E-2,f6p,1.01E-1,Escherichia coli
3.1.3.11,"fructose-1,6-bisphosphate",1.52E-2,8.88E-6,fdp,1.71E+3,Escherichia coli
3.1.3.2,ATP,9.63E-3,3.00E-2,atp,3.21E-1,Escherichia coli
3.1.3.2,GTP,4.87E-3,3.50E-4,gtp,1.39E+1,Escherichia coli
3.1.3.21,sn-glycerol 3-phosphate,4.90E-5,2.90E-3,glyc3p,1.69E-2,Escherichia coli
3.1.3.23,glucose-6-phosphate,7.88E-3,3.10E-3,g6p,2.54E+0,Escherichia coli
3.1.3.23,glucosamine-6-phosphate,1.15E-3,3.00E-3,gam6p,3.83E-1,Escherichia coli
3.1.3.23,ribose-5-phosphate,7.87E-4,3.30E-3,r5p,2.38E-1,Escherichia coli
3.1.3.23,fructose-6-phosphate,2.52E-3,3.00E-3,f6p,8.41E-1,Escherichia coli
3.1.3.31,AMP,2.81E-4,3.20E-4,amp,8.78E-1,Escherichia coli
3.1.3.31,dAMP,8.84E-6,1.20E-5,damp,7.37E-1,Escherichia coli
3.1.3.31,dGMP,5.07E-5,1.15E-4,dgmp,4.42E-1,Escherichia coli
3.1.3.31,GMP,2.37E-5,2.60E-4,gmp,9.12E-2,Escherichia coli
3.1.3.5,AMP,2.81E-4,1.54E-4,amp,1.83E+0,Escherichia coli
3.1.3.5,dAMP,8.84E-6,1.20E-5,damp,7.37E-1,Escherichia coli
3.1.3.5,dGMP,5.07E-5,1.15E-4,dgmp,4.42E-1,Escherichia coli
3.1.3.5,GMP,2.37E-5,5.10E-4,gmp,4.65E-2,Escherichia coli
